offset,keyLength,forkType,pad,fileID,startBlock,extent0/startBlock,extent0/blockCount,extent1/startBlock,extent1/blockCount,extent2/startBlock,extent2/blockCount,extent3/startBlock,extent3/blockCount,extent4/startBlock,extent4/blockCount,extent5/startBlock,extent5/blockCount,extent6/startBlock,extent6/blockCount,extent7/startBlock,extent7/blockCount,
8159438,10,0,0,9165546,93,7583583,10,7583725,6,7583888,6,7583938,3,7584034,6,7584046,3,655360,9165546,133,7584065,
8159514,10,0,0,9165546,133,7584343,3,7584361,2,7584416,7,7584487,3,7584744,13,7584795,8,655360,9165546,178,7588042,
8159590,10,0,0,9165546,178,7590867,10,7590881,2,7590884,1,7591055,9,7591264,11,7591412,8,655360,9165546,228,7591634,
8159666,10,0,0,9165546,228,7592000,6,7593352,16,7593373,3,7593451,19,7593486,11,7593509,8,655360,9165546,299,7593647,
8159742,10,0,0,9165546,299,7593804,19,7593848,14,7594125,5,7594134,6,7594160,17,7594187,16,655360,9165546,401,7594326,
8159818,10,0,0,9165546,401,7594358,19,7594423,6,7594440,7,7594449,15,7594467,20,7594509,6,655360,9165546,493,7594524,
8159894,10,0,0,9165546,493,7594558,16,7594679,16,7594706,9,7594734,10,7594748,2,7594849,3,655360,9165546,574,7594920,
8159970,10,0,0,9165546,574,7595000,22,7595037,22,7595063,13,7595078,6,7595088,6,7595121,1,655360,9165546,671,7595124,
8160046,10,0,0,9165546,671,7595163,3,7595216,8,7595248,3,7595298,15,7595509,6,7596522,6,655360,9165546,736,7597528,
8160122,10,0,0,9165546,736,7598397,3,7598409,12,0,0,0,0,0,0,0,0,655360,9181065,174,7749371,
8160198,10,0,0,9181065,174,7749673,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9669646,10,0,0,1200073,86693,26772342,60,26774724,61,26775103,60,26775736,64,26775870,61,26776906,60,655360,1200073,87183,26804523,
9669722,10,0,0,1200073,87183,26837188,60,26837726,61,26837945,59,26838486,62,26838558,65,26838769,60,655360,1200073,87675,26839522,
9669798,10,0,0,1200073,87675,26915473,65,26919212,67,26926418,71,26935172,71,26935309,71,26936229,70,655360,1200073,88204,26936717,
9669874,10,0,0,1200073,88204,26951774,69,26954062,67,26954566,66,26960002,70,26967967,66,26968541,72,655360,1200073,88749,26969466,
9669950,10,0,0,1200073,88749,26969914,67,26970436,69,26971775,70,26973313,71,27000774,70,27001014,67,655360,1200073,89292,27033600,
9670026,10,0,0,1200073,89292,27065465,67,27066514,70,27099136,69,27099243,67,27131965,69,27132044,72,655360,1200073,89842,27154834,
9670102,10,0,0,1200073,89842,27164788,68,27164920,75,27197475,69,27197643,65,27204179,67,27205742,69,655360,1200073,90389,27206127,
9670178,10,0,0,1200073,90389,27211963,62,27230240,69,27230334,65,27230519,71,27231010,63,27232483,70,655360,1200073,90928,27248758,
9670254,10,0,0,1200073,90928,27263395,70,27264011,62,27266350,69,27296035,70,27328591,67,27361468,66,655360,1200073,91466,27394488,
9670330,10,0,0,1200073,91466,27459882,70,27460019,73,27460148,68,27460458,69,27460599,70,27492955,65,655360,1200073,92021,27525337,
9670406,10,0,0,1200073,92021,27539780,66,27539857,65,27539965,69,27558245,70,27581003,62,27582155,64,655360,1200073,92549,27590519,
9670482,10,0,0,1200073,92549,27593227,72,27623526,69,27656097,68,27656417,67,27689097,62,27689295,64,655360,1200073,93083,27689413,
9670558,10,0,0,1200073,93083,27735889,61,27736208,60,27755092,65,27787452,65,27787773,64,27816108,62,655360,1200073,93586,27820168,
9670634,10,0,0,1200073,93586,27820699,61,27852838,62,27885758,61,27918539,60,27951176,61,27951333,62,655360,1200073,94078,27984090,
9670710,10,0,0,1200073,94078,28049408,60,28082314,61,28082418,64,28082505,64,28115035,62,28147771,62,655360,1200073,94570,28168309,
9670786,10,0,0,1200073,94570,28181498,61,28181588,61,28183422,65,28183508,61,28213553,65,28246647,62,655360,1200073,95066,28246822,
9670862,10,0,0,1200073,95066,28278786,62,28283076,61,28302533,61,28303264,62,28310305,61,28311658,61,655360,1200073,95560,28344604,
9670938,10,0,0,1200073,95560,28377397,61,28409973,61,28410270,62,28410394,62,28429651,62,28429729,66,655360,1200073,96058,28433238,
9671014,10,0,0,1200073,96058,28456968,184,28457164,64,28475661,61,28540741,65,28540979,60,28573435,62,655360,1200073,96678,28583757,
9671090,10,0,0,1200073,96678,28638849,64,28639353,60,28640233,61,28640303,65,28671816,62,28672470,75,655360,1200073,97187,28738170,
9671166,10,0,0,1200073,97187,28770197,80,28802702,77,28803108,70,28803820,73,28830043,83,28835875,76,655360,1200073,97796,28838011,
9671242,10,0,0,1200073,97796,28868493,71,28868623,73,28900974,75,28952278,77,28957144,78,29000584,81,655360,1200073,98394,29002788,
9671318,10,0,0,1200073,98394,29064999,83,29097545,74,29098112,72,29118296,46,29164278,74,29167492,77,655360,1200073,98973,29168641,
9671394,10,0,0,1200073,98973,29195981,73,29196707,75,29197081,40,29261824,125,29262151,61,29283305,61,655360,1200073,99555,29290630,
9671470,10,0,0,1200073,99555,29298662,61,29327332,61,29328150,61,29329272,61,29360098,62,29391173,62,655360,1200073,100045,29391245,
9671546,10,0,0,1200073,100045,29393040,61,29395467,60,29425932,62,29438930,61,29439334,60,29445885,62,655360,1200073,100532,29446543,
9671622,10,0,0,1200073,100532,29447887,61,29450290,61,29450644,60,29453933,61,29454399,61,29454531,62,655360,1200073,101020,29455096,
9671698,10,0,0,1200073,101020,29455609,61,29456220,60,29457274,61,29458297,61,29458846,63,29490987,60,655360,1200073,101511,29491386,
9671774,10,0,0,1200073,101511,29492330,67,29521956,75,29523667,74,29524018,74,29524108,73,29527926,69,655360,1200073,102066,29528005,
9671850,10,0,0,1200073,102066,29556460,67,29581700,67,29584510,64,29622086,70,29622272,67,29710055,70,655360,1200073,102614,29757873,
9671926,10,0,0,1200073,102614,29982442,68,30095688,75,30145322,74,30146425,75,30146659,68,30146863,69,655360,1200073,103179,30179351,
9672002,10,0,0,1200073,103179,30212245,72,30245117,72,30245202,71,30277632,69,30277798,70,30310534,65,655360,1200073,103738,30310620,
9672078,10,0,0,1200073,103738,30343159,61,30366319,66,30441561,72,30473969,67,30605123,73,30703699,71,655360,1200073,104272,30736078,
9672154,10,0,0,1200073,104272,30801654,69,30801735,72,30834752,73,30867170,70,30899840,74,30899931,76,655360,1200073,104856,30928771,
9672230,10,0,0,1200073,104856,30966073,75,30990492,64,30990570,68,30996197,67,31062141,70,31062241,64,655360,1200073,105413,31063693,
9672306,10,0,0,1200073,105413,31097073,63,31097292,66,31109882,64,31117223,72,31125880,69,31129881,70,655360,1200073,105944,31132202,
9672382,10,0,0,1200073,105944,31134621,73,31162428,69,31163022,67,31164020,69,31195324,65,31228485,72,655360,1200073,106490,31260225,
9672458,10,0,0,1200073,106490,31260738,69,31261109,70,31261200,73,31293495,72,31294395,71,31295099,73,655360,1200073,107055,31322575,
9672534,10,0,0,1200073,107055,31322858,68,31322942,67,31326263,69,31326397,70,31359283,66,31359387,67,655360,1200073,107598,31359739,
9672610,10,0,0,1200073,107598,31404470,64,31405005,64,31405087,68,31406119,69,31417625,69,31425285,70,655360,1200073,108135,31457427,
9672686,10,0,0,1200073,108135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9874446,10,0,0,6011622,21,7594556,1,7594612,6,7594705,1,7594744,4,7594848,1,7594852,1,655360,6011622,42,7598474,
9874522,10,0,0,6011622,42,7598626,1,7598697,1,7598719,1,7598832,5,7598862,2,7598900,1,655360,6011622,57,7598904,
9874598,10,0,0,6011622,57,7598927,1,7598937,1,7598945,1,7598958,11,7598972,1,7599401,5,655360,6011622,80,7599772,
9874674,10,0,0,6011622,80,7599892,1,7599894,1,7599987,5,0,0,0,0,0,0,655360,6029629,6401,15850673,
9874750,10,0,0,6029629,6401,15857626,1792,15859585,3072,15865728,1536,15913002,512,16066473,256,16207601,256,655360,6029629,14337,16217890,
9874826,10,0,0,6029629,14337,16692630,768,16766943,768,16775415,512,16776202,512,16884498,256,16885924,256,655360,6029629,18177,17267453,
9874902,10,0,0,6029629,18177,0,0,0,0,0,0,0,0,0,0,0,0,655360,6038840,80,7340414,
9874978,10,0,0,6038840,80,7340479,7,7340500,3,7341007,1,7341022,3,7341251,5,0,0,655360,6038843,25,11201215,
9875054,10,0,0,6038843,25,11202175,3,11203392,3,11203518,3,11203667,3,11206318,3,11206596,3,655360,6038843,49,11211510,
9875130,10,0,0,6038843,49,11212611,3,11212744,3,11212786,3,11212869,3,11212978,3,11213261,3,655360,6038843,73,11213424,
9875206,10,0,0,6038843,73,11214082,3,11214556,3,11214698,3,11215624,3,11215794,3,11215868,3,655360,6038843,97,11216188,
9875282,10,0,0,6038843,97,11239785,3,11239923,7,11243027,3,11243242,11,11243781,3,11245319,13,655360,6038843,147,11245511,
9875358,10,0,0,6038843,147,11248238,3,11250519,7,11250758,35,11250798,3,11250931,7,11254814,3,655360,6038843,217,11255015,
9875434,10,0,0,6038843,217,11265696,8,0,0,0,0,0,0,0,0,0,0,655360,6043098,46849,17548170,
9875510,10,0,0,6043098,46849,17596419,5120,17601758,2560,17604499,24576,17629220,1280,17633763,256,17635304,768,655360,6043098,129281,17637856,
9875586,10,0,0,6043098,129281,17642266,256,17659874,1792,17661957,1280,17668077,2048,17676559,256,17678952,768,655360,6043098,136193,17682430,
9875662,10,0,0,6043098,136193,17694731,768,17714095,1280,17715523,11776,17728237,32000,17760276,18432,17778710,2816,655360,6043098,208897,17781530,
9875738,10,0,0,6043098,208897,17812166,7424,17819840,5632,17826217,512,17826828,19455,0,0,0,0,655360,6043118,152833,19076037,
9875814,10,0,0,6043118,152833,19105118,15359,0,0,0,0,0,0,0,0,0,0,655360,6043127,61441,19234423,
9875890,10,0,0,6043127,61441,19240745,256,19241097,1024,19242169,25344,19268024,32256,19300597,256,19300978,768,655360,6043127,121857,19301755,
9875966,10,0,0,6043127,121857,19303321,19712,19333147,512,19334076,256,19334690,1280,19336133,1280,19337587,28160,655360,6043127,174081,19366113,
9876042,10,0,0,6043127,174081,19368558,2304,19371282,256,19371663,256,19372119,17663,0,0,0,0,655360,7727060,128,7702713,
9876118,10,0,0,7727060,128,7702805,9,7703004,9,7703018,9,0,0,0,0,0,0,655360,7727063,514,7722161,
9876194,10,0,0,7727063,514,7726500,64,7729906,64,7730172,64,7737067,64,7742177,64,7750695,64,655360,7727063,1026,7754797,
9876270,10,0,0,7727063,1026,7755328,64,7756455,64,7759839,64,7760488,64,7760641,64,7760735,64,655360,7727063,1538,7771897,
9876346,10,0,0,7727063,1538,7773363,64,7773543,64,7773678,64,7774029,64,7774778,64,7774895,64,655360,7727063,2050,7775856,
9876422,10,0,0,7727063,2050,7804307,64,7804952,64,7843253,64,7844233,64,7844345,64,7844501,128,655360,7727063,2626,7869112,
9876498,10,0,0,7727063,2626,7919805,128,7920469,64,7920953,64,7921321,64,7922615,64,7923563,64,655360,7727063,3202,7924270,
9876574,10,0,0,7727063,3202,0,0,0,0,0,0,0,0,0,0,0,0,655360,7727065,1794,8615838,
9876650,10,0,0,7727065,1794,8635246,256,8642805,256,8651094,256,8656197,256,9175536,256,11874284,256,655360,7727065,4098,11907039,
9876726,10,0,0,7727065,4098,12367826,256,12368216,256,12449167,256,12452209,256,12492527,256,12492838,256,655360,7727065,6146,12519870,
9876802,10,0,0,7727065,6146,12648795,256,12649065,256,12650365,256,0,0,0,0,0,0,655360,7727067,7170,38305854,
9876878,10,0,0,7727067,7170,38362798,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10468366,10,0,0,1196331,341,7290318,2,7290337,3,7290412,1,7290414,10,7290483,3,7290494,2,655360,1196331,366,7290498,
10468442,10,0,0,1196331,366,7290523,2,7290546,2,7290618,1,7290631,3,7290662,1,7290666,3,655360,1196331,388,7290823,
10468518,10,0,0,1196331,388,7291018,1,7291020,2,7291037,1,7291052,1,7291056,1,7291471,5,655360,1196331,401,7291530,
10468594,10,0,0,1196331,401,7291566,1,7291574,2,7291577,3,7291581,1,7291584,1,7291621,1,655360,1196331,412,7292625,
10468670,10,0,0,1196331,412,7292722,11,7292751,2,7292764,2,7292835,5,7292915,1,7292922,2,655360,1196331,442,7292964,
10468746,10,0,0,1196331,442,7292983,2,7293174,3,7293188,1,7293197,1,7293203,2,7293206,7,655360,1196331,462,7293214,
10468822,10,0,0,1196331,462,7296538,1,7296627,5,7296641,2,7296653,2,7296669,3,7296706,2,655360,1196331,487,7296720,
10468898,10,0,0,1196331,487,7296811,1,7296823,1,7296865,3,7296883,10,7296914,1,7296988,2,655360,1196331,510,7297006,
10468974,10,0,0,1196331,510,7297068,1,7297109,1,7297111,2,7297124,1,7297128,1,7297142,1,655360,1196331,525,7297149,
10469050,10,0,0,1196331,525,7297165,2,7297168,3,7297253,3,7299574,2,7299814,2,7299818,2,655360,1196331,541,7300118,
10469126,10,0,0,1196331,541,7300750,4,7300769,2,7300787,7,7300818,2,7300821,1,7300831,4,655360,1196331,575,7300881,
10469202,10,0,0,1196331,575,7301085,2,7301200,1,7301216,1,7301284,2,7301291,1,7301293,1,655360,1196331,588,7301305,
10469278,10,0,0,1196331,588,7301311,2,7301314,2,7301317,2,7301336,2,7301663,2,7301820,2,655360,1196331,603,7301874,
10469354,10,0,0,1196331,603,7301958,2,7301961,1,7302074,1,7302078,1,7302080,1,7304330,1,655360,1196331,613,7304395,
10469430,10,0,0,1196331,613,7304468,1,7304487,1,7304508,2,7304643,1,7304704,1,7304712,3,655360,1196331,624,7304755,
10469506,10,0,0,1196331,624,7304785,3,7304972,3,7305076,1,7305087,2,7305090,2,7305176,2,655360,1196331,646,7305179,
10469582,10,0,0,1196331,646,7305187,1,7305700,4,7306104,3,7306124,4,7306254,3,7306320,2,655360,1196331,667,7306335,
10469658,10,0,0,1196331,667,7306375,2,7306454,1,7306458,2,7306477,3,7306493,2,7306496,2,655360,1196331,683,7306676,
10469734,10,0,0,1196331,683,7306844,2,7306847,2,7306965,2,7306968,2,7306971,2,7306986,1,655360,1196331,696,7307042,
10469810,10,0,0,1196331,696,7307050,2,7307106,2,7307109,2,7307372,1,7307446,3,7307450,1,655360,1196331,711,7307536,
10469886,10,0,0,1196331,711,7307630,3,7307706,3,7307719,1,7307737,6,7307887,5,7307901,1,655360,1196331,732,7307907,
10469962,10,0,0,1196331,732,7307965,1,7308352,2,7308387,2,7308416,1,7308457,2,7308462,1,655360,1196331,743,7308583,
10470038,10,0,0,1196331,743,7308925,2,7308957,1,7308965,1,7308994,1,7309035,1,7309076,1,655360,1196331,753,7309093,
10470114,10,0,0,1196331,753,7309355,1,7309433,7,7309481,8,7309502,2,7309511,1,7309697,1,655360,1196331,775,7309734,
10470190,10,0,0,1196331,775,7309757,1,7309767,2,7309771,1,7309774,3,7310121,1,7310126,2,655360,1196331,794,7310130,
10470266,10,0,0,1196331,794,7310151,4,7310331,3,7310358,2,7310362,1,7310422,1,7310427,9,655360,1196331,822,7310448,
10470342,10,0,0,1196331,822,7310536,3,7310548,1,7310580,7,7310627,1,7310631,2,7310751,1,655360,1196331,840,7310762,
10470418,10,0,0,1196331,840,7311028,2,7311045,3,7311177,3,7311197,1,7311206,1,7311372,2,655360,1196331,855,7311550,
10470494,10,0,0,1196331,855,7312776,3,7312784,1,7312870,1,7313091,1,7313098,3,7313134,6,655360,1196331,877,7313141,
10470570,10,0,0,1196331,877,7313182,1,7313203,1,7313258,1,7313260,2,7313338,2,7313348,1,655360,1196331,894,7313359,
10470646,10,0,0,1196331,894,7313444,1,7313603,2,7313620,3,7313698,1,7313770,2,7313777,1,655360,1196331,907,7313781,
10470722,10,0,0,1196331,907,7314170,1,7314318,7,7314333,1,7314399,1,7314401,1,7314426,1,655360,1196331,923,7314513,
10470798,10,0,0,1196331,923,7314902,1,7321356,1,7321537,3,7321542,1,7321807,2,7322345,7,655360,1196331,941,7322488,
10470874,10,0,0,1196331,941,7322833,3,7322949,3,7323370,2,7323382,5,7323396,6,7323423,3,655360,1196331,970,7323437,
10470950,10,0,0,1196331,970,7323688,3,7323887,4,7324010,2,7324013,1,7324015,1,7324167,1,655360,1196331,987,7324169,
10471026,10,0,0,1196331,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159246,10,0,0,1196331,341,7290318,2,7290337,3,7290412,1,7290414,10,7290483,3,7290494,2,655360,1196331,366,7290498,
159322,10,0,0,1196331,366,7290523,2,7290546,2,7290618,1,7290631,3,7290662,1,7290666,3,655360,1196331,388,7290823,
159398,10,0,0,1196331,388,7291018,1,7291020,2,7291037,1,7291052,1,7291056,1,7291471,5,655360,1196331,401,7291530,
159474,10,0,0,1196331,401,7291566,1,7291574,2,7291577,3,7291581,1,7291584,1,7291621,1,655360,1196331,412,7292625,
159550,10,0,0,1196331,412,7292722,11,7292751,2,7292764,2,7292835,5,7292915,1,7292922,2,655360,1196331,442,7292964,
159626,10,0,0,1196331,442,7292983,2,7293174,3,7293188,1,7293197,1,7293203,2,7293206,7,655360,1196331,462,7293214,
159702,10,0,0,1196331,462,7296538,1,7296627,5,7296641,2,7296653,2,7296669,3,7296706,2,655360,1196331,487,7296720,
159778,10,0,0,1196331,487,7296811,1,7296823,1,7296865,3,7296883,10,7296914,1,7296988,2,655360,1196331,510,7297006,
159854,10,0,0,1196331,510,7297068,1,7297109,1,7297111,2,7297124,1,7297128,1,7297142,1,655360,1196331,525,7297149,
159930,10,0,0,1196331,525,7297165,2,7297168,3,7297253,3,7299574,2,7299814,2,7299818,2,655360,1196331,541,7300118,
160006,10,0,0,1196331,541,7300750,4,7300769,2,7300787,7,7300818,2,7300821,1,7300831,4,655360,1196331,575,7300881,
160082,10,0,0,1196331,575,7301085,2,7301200,1,7301216,1,7301284,2,7301291,1,7301293,1,655360,1196331,588,7301305,
160158,10,0,0,1196331,588,7301311,2,7301314,2,7301317,2,7301336,2,7301663,2,7301820,2,655360,1196331,603,7301874,
160234,10,0,0,1196331,603,7301958,2,7301961,1,7302074,1,7302078,1,7302080,1,7304330,1,655360,1196331,613,7304395,
160310,10,0,0,1196331,613,7304468,1,7304487,1,7304508,2,7304643,1,7304704,1,7304712,3,655360,1196331,624,7304755,
160386,10,0,0,1196331,624,7304785,3,7304972,3,7305076,1,7305087,2,7305090,2,7305176,2,655360,1196331,646,7305179,
160462,10,0,0,1196331,646,7305187,1,7305700,4,7306104,3,7306124,4,7306254,3,7306320,2,655360,1196331,667,7306335,
160538,10,0,0,1196331,667,7306375,2,7306454,1,7306458,2,7306477,3,7306493,2,7306496,2,655360,1196331,683,7306676,
160614,10,0,0,1196331,683,7306844,2,7306847,2,7306965,2,7306968,2,7306971,2,7306986,1,655360,1196331,696,7307042,
160690,10,0,0,1196331,696,7307050,2,7307106,2,7307109,2,7307372,1,7307446,3,7307450,1,655360,1196331,711,7307536,
160766,10,0,0,1196331,711,7307630,3,7307706,3,7307719,1,7307737,6,7307887,5,7307901,1,655360,1196331,732,7307907,
160842,10,0,0,1196331,732,7307965,1,7308352,2,7308387,2,7308416,1,7308457,2,7308462,1,655360,1196331,743,7308583,
160918,10,0,0,1196331,743,7308925,2,7308957,1,7308965,1,7308994,1,7309035,1,7309076,1,655360,1196331,753,7309093,
160994,10,0,0,1196331,753,7309355,1,7309433,7,7309481,8,7309502,2,7309511,1,7309697,1,655360,1196331,775,7309734,
161070,10,0,0,1196331,775,7309757,1,7309767,2,7309771,1,7309774,3,7310121,1,7310126,2,655360,1196331,794,7310130,
161146,10,0,0,1196331,794,7310151,4,7310331,3,7310358,2,7310362,1,7310422,1,7310427,9,655360,1196331,822,7310448,
161222,10,0,0,1196331,822,7310536,3,7310548,1,7310580,7,7310627,1,7310631,2,7310751,1,655360,1196331,840,7310762,
161298,10,0,0,1196331,840,7311028,2,7311045,3,7311177,3,7311197,1,7311206,1,7311372,2,655360,1196331,855,7311550,
161374,10,0,0,1196331,855,7312776,3,7312784,1,7312870,1,7313091,1,7313098,3,7313134,6,655360,1196331,877,7313141,
161450,10,0,0,1196331,877,7313182,1,7313203,1,7313258,1,7313260,2,7313338,2,7313348,1,655360,1196331,894,7313359,
161526,10,0,0,1196331,894,7313444,1,7313603,2,7313620,3,7313698,1,7313770,2,7313777,1,655360,1196331,907,7313781,
161602,10,0,0,1196331,907,7314170,1,7314318,7,7314333,1,7314399,1,7314401,1,7314426,1,655360,1196331,923,7314513,
161678,10,0,0,1196331,923,7314902,1,7321356,1,7321537,3,7321542,1,7321807,2,7322345,7,655360,1196331,941,7322488,
161754,10,0,0,1196331,941,7322833,3,7322949,3,7323370,2,7323382,5,7323396,6,7323423,3,655360,1196331,970,7323437,
161830,10,0,0,1196331,970,7323688,3,7323887,4,7324010,2,7324013,1,7324015,1,7324167,1,655360,1196331,987,7324169,
161906,10,0,0,1196331,987,7324260,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
949774,10,0,0,1483452,1472,8421617,352,8463596,160,8464216,160,8466451,64,8466535,64,8466648,160,655360,1483452,2528,8486960,
949850,10,0,0,1483452,2528,8487775,352,8488190,160,8488400,32,8489018,192,8492841,96,8494569,128,655360,1483452,3712,8497262,
949926,10,0,0,1483452,3712,0,0,0,0,0,0,0,0,0,0,0,0,655360,1509362,90,7764052,
950002,10,0,0,1509362,90,7771748,12,7771871,14,7771886,2,7772906,18,7773044,7,7773058,14,655360,1509362,186,7773148,
950078,10,0,0,1509362,186,7773643,22,0,0,0,0,0,0,0,0,0,0,655360,1512754,529,7356623,
950154,10,0,0,1512754,529,7357591,64,7357813,15,7358174,44,7360984,96,7389884,39,7392437,86,655360,1512754,1086,7405385,
950230,10,0,0,1512754,1086,7477917,78,7478081,3,7494674,32,7495192,32,7496871,12,7503721,50,655360,1512754,1481,7515037,
950306,10,0,0,1512754,1481,7529778,11,7529799,13,7531890,25,7541459,31,7541535,13,7541632,9,655360,1512754,1631,7541673,
950382,10,0,0,1512754,1631,7546538,20,7546790,22,7548461,1,7549231,5,7578952,18,7582987,7,655360,1512754,1734,7728340,
