keyLength,forkType,pad,fileID,startBlock,extent0,extent1,extent2,extent3,extent4,extent5,extent6,extent7,
10,0,0,679833,11169,8605426~8605437,8605502~8605510,8605548~8605551,8605573~8605588,8605603~8605611,8605633~8605643,655360~1335192,11259~8624391,
10,0,0,679833,11259,8618055~8618106,8630299~8630607,8631211~8631311,8631357~8631396,0~-1,0~-1,655360~1446414,23~7138177,
10,0,0,791055,23,7138633~7138633,7138648~7138648,7138799~7138799,7138802~7138803,7138953~7138954,7138959~7138962,655360~1446414,39~7139041,
10,0,0,791055,39,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~1451319,336~7523998,
10,0,0,795960,336,7523718~7523720,7523781~7523781,7523828~7523828,7524165~7524175,7524180~7524185,7524294~7524294,655360~1451319,361~7524657,
10,0,0,795960,361,7524394~7524395,7524401~7524401,7524476~7524478,7524573~7524587,7524590~7524624,7525788~7525807,655360~1451319,451~7526534,
10,0,0,795960,451,7599902~7599934,7600007~7600023,7600027~7600027,7600046~7600061,7600130~7600132,7600134~7600141,655360~1451319,553~7601708,
10,0,0,795960,553,7601973~7601973,7602000~7602000,7602103~7602103,7602111~7602111,7603099~7603101,7603141~7603144,655360~1451319,570~7603739,
10,0,0,795960,570,7603272~7603284,7603294~7603294,7603296~7603296,7603300~7603303,7603330~7603331,7603337~7603342,655360~1451319,625~7603973,
10,0,0,795960,625,7603424~7603425,7603435~7603436,7603439~7603444,7603473~7603473,7603524~7603528,7603542~7603544,655360~1451319,656~7604206,
10,0,0,795960,656,7603689~7603689,7603779~7603779,7603783~7603784,7603821~7603821,7603983~7603990,7603999~7604001,655360~1451319,689~7604865,
10,0,0,795960,689,7604189~7604192,7604205~7604206,7604229~7604230,7604233~7604233,7604235~7604235,7604239~7604241,655360~1451319,704~7604998,
10,0,0,795960,704,7604413~7604419,7604950~7604951,7605016~7605017,7605020~7605020,7605484~7605484,7605639~7605642,655360~1451319,735~7606401,
10,0,0,795960,735,7605926~7605928,7606054~7606056,7606065~7606066,7606119~7606119,7606359~7606360,7606364~7606366,655360~1451319,756~7607314,
10,0,0,795960,756,7606622~7606623,7606625~7606627,7606738~7606741,7606799~7606800,7606895~7606895,7606897~7606898,655360~1451319,775~7607677,
10,0,0,795960,775,7643215~7643220,7643761~7643770,7643797~7643801,7643828~7643830,7644052~7644061,7644189~7644192,655360~1451319,824~7645028,
10,0,0,795960,824,7644565~7644568,7644943~7644944,7645356~7645365,7645418~7645420,7645669~7645669,7645673~7645687,655360~1451319,869~7646570,
10,0,0,795960,869,7645772~7645785,7645809~7645820,7645910~7645914,7645994~7646007,0~-1,0~-1,655360~1851645,200~7176868,
10,0,0,1196286,200,7176792~7176812,7177838~7177863,7207560~7207587,7207592~7207603,0~-1,0~-1,655360~1851690,42~7282350,
10,0,0,1196331,42,7282322~7282329,7282331~7282331,7282383~7282383,7282436~7282437,7282439~7282439,7282459~7282459,655360~1851690,66~7282528,
10,0,0,1196331,66,7282477~7282478,7282496~7282496,7282538~7282540,7282545~7282546,7282585~7282585,7282591~7282592,655360~1851690,81~7282698,
10,0,0,1196331,81,7282645~7282645,7282653~7282653,7282658~7282659,7282762~7282763,7282768~7282768,7282773~7282773,655360~1851690,93~7282882,
10,0,0,1196331,93,7282797~7282798,7282800~7282800,7282809~7282810,7282828~7282828,7282844~7282845,7282849~7282850,655360~1851690,106~7282961,
10,0,0,1196331,106,7282883~7282883,7282926~7282926,7282968~7282968,7283758~7283763,7283814~7283814,7283818~7283819,655360~1851690,120~7283962,
10,0,0,1196331,120,7283857~7283857,7283862~7283863,7283891~7283891,7283930~7283930,7283961~7283961,7283968~7283969,655360~1851690,130~7284128,
10,0,0,1196331,130,7284431~7284433,7284437~7284437,7284523~7284523,7284527~7284528,7284542~7284542,7284544~7284545,655360~1851690,142~7284713,
10,0,0,1196331,142,7284593~7284593,7284621~7284621,7284676~7284676,7285451~7285451,7285936~7285937,7285944~7285951,655360~1851690,158~7286114,
10,0,0,1196331,158,7286013~7286013,7286241~7286241,7286244~7286245,7286288~7286290,7286409~7286410,7286412~7286414,655360~1851690,172~7286701,
10,0,0,1196331,172,7286750~7286750,7286759~7286761,7286802~7286802,7286814~7286814,7286819~7286819,7286860~7286860,655360~1851690,183~7287158,
10,0,0,1196331,183,7286998~7287000,7287007~7287011,7287014~7287015,7287017~7287018,7287024~7287024,7287034~7287035,655360~1851690,200~7287241,
10,0,0,1196331,200,7287046~7287046,7287048~7287048,7287066~7287067,7287069~7287070,7287197~7287198,7287228~7287229,655360~1851690,212~7287460,
10,0,0,1196331,212,7287291~7287291,7287309~7287310,7287351~7287352,7287361~7287362,7287365~7287365,7287387~7287387,655360~1851690,228~7287747,
10,0,0,1196331,228,7287540~7287543,7287655~7287656,7287694~7287697,7287703~7287704,7287706~7287706,7287709~7287712,655360~1851690,247~7287963,
10,0,0,1196331,247,7287918~7287918,7287941~7287943,7288047~7288047,7288053~7288053,7288095~7288102,7288104~7288104,655360~1851690,270~7288376,
10,0,0,1196331,270,7288193~7288194,7288196~7288196,7288223~7288228,7288257~7288261,7288283~7288287,7288290~7288290,655360~1851690,294~7288587,
10,0,0,1196331,294,7288350~7288350,7288368~7288383,7288398~7288405,7288407~7288407,7288415~7288415,7288418~7288419,655360~1851690,329~7288749,
10,0,0,1196331,329,7288443~7288444,7288447~7288447,7288510~7288515,7288521~7288521,7288540~7288542,7288544~7288544,655360~1851690,345~7288904,
10,0,0,1196331,345,7288638~7288638,7288643~7288643,7288842~7288842,7288850~7288850,7288862~7288862,7288913~7288914,655360~1851690,355~7289279,
10,0,0,1196331,355,7288942~7288942,7288951~7288951,7289000~7289000,7289115~7289115,7289131~7289131,7289145~7289145,0~-1,0~-1,
10,0,0,679833,11169,8605426~8605437,8605502~8605510,8605548~8605551,8605573~8605588,8605603~8605611,8605633~8605643,655360~1335192,11259~8624391,
10,0,0,679833,11259,8618055~8618106,8630299~8630607,8631211~8631311,8631357~8631396,0~-1,0~-1,655360~1446414,23~7138177,
10,0,0,791055,23,7138633~7138633,7138648~7138648,7138799~7138799,7138802~7138803,7138953~7138954,7138959~7138962,655360~1446414,39~7139041,
10,0,0,791055,39,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~1451319,336~7523998,
10,0,0,795960,336,7523718~7523720,7523781~7523781,7523828~7523828,7524165~7524175,7524180~7524185,7524294~7524294,655360~1451319,361~7524657,
10,0,0,795960,361,7524394~7524395,7524401~7524401,7524476~7524478,7524573~7524587,7524590~7524624,7525788~7525807,655360~1451319,451~7526534,
10,0,0,795960,451,7599902~7599934,7600007~7600023,7600027~7600027,7600046~7600061,7600130~7600132,7600134~7600141,655360~1451319,553~7601708,
10,0,0,795960,553,7601973~7601973,7602000~7602000,7602103~7602103,7602111~7602111,7603099~7603101,7603141~7603144,655360~1451319,570~7603739,
10,0,0,795960,570,7603272~7603284,7603294~7603294,7603296~7603296,7603300~7603303,7603330~7603331,7603337~7603342,655360~1451319,625~7603973,
10,0,0,795960,625,7603424~7603425,7603435~7603436,7603439~7603444,7603473~7603473,7603524~7603528,7603542~7603544,655360~1451319,656~7604206,
10,0,0,795960,656,7603689~7603689,7603779~7603779,7603783~7603784,7603821~7603821,7603983~7603990,7603999~7604001,655360~1451319,689~7604865,
10,0,0,795960,689,7604189~7604192,7604205~7604206,7604229~7604230,7604233~7604233,7604235~7604235,7604239~7604241,655360~1451319,704~7604998,
10,0,0,795960,704,7604413~7604419,7604950~7604951,7605016~7605017,7605020~7605020,7605484~7605484,7605639~7605642,655360~1451319,735~7606401,
10,0,0,795960,735,7605926~7605928,7606054~7606056,7606065~7606066,7606119~7606119,7606359~7606360,7606364~7606366,655360~1451319,756~7607314,
10,0,0,795960,756,7606622~7606623,7606625~7606627,7606738~7606741,7606799~7606800,7606895~7606895,7606897~7606898,655360~1451319,775~7607677,
10,0,0,795960,775,7643215~7643220,7643761~7643770,7643797~7643801,7643828~7643830,7644052~7644061,7644189~7644192,655360~1451319,824~7645028,
10,0,0,795960,824,7644565~7644568,7644943~7644944,7645356~7645365,7645418~7645420,7645669~7645669,7645673~7645687,655360~1451319,869~7646570,
10,0,0,795960,869,7645772~7645785,7645809~7645820,7645910~7645914,7645994~7646007,0~-1,0~-1,655360~1851645,200~7176868,
10,0,0,1196286,200,7176792~7176812,7177838~7177863,7207560~7207587,7207592~7207603,0~-1,0~-1,655360~1851690,42~7282350,
10,0,0,1196331,42,7282322~7282329,7282331~7282331,7282383~7282383,7282436~7282437,7282439~7282439,7282459~7282459,655360~1851690,66~7282528,
10,0,0,1196331,66,7282477~7282478,7282496~7282496,7282538~7282540,7282545~7282546,7282585~7282585,7282591~7282592,655360~1851690,81~7282698,
10,0,0,1196331,81,7282645~7282645,7282653~7282653,7282658~7282659,7282762~7282763,7282768~7282768,7282773~7282773,655360~1851690,93~7282882,
10,0,0,1196331,93,7282797~7282798,7282800~7282800,7282809~7282810,7282828~7282828,7282844~7282845,7282849~7282850,655360~1851690,106~7282961,
10,0,0,1196331,106,7282883~7282883,7282926~7282926,7282968~7282968,7283758~7283763,7283814~7283814,7283818~7283819,655360~1851690,120~7283962,
10,0,0,1196331,120,7283857~7283857,7283862~7283863,7283891~7283891,7283930~7283930,7283961~7283961,7283968~7283969,655360~1851690,130~7284128,
10,0,0,1196331,130,7284431~7284433,7284437~7284437,7284523~7284523,7284527~7284528,7284542~7284542,7284544~7284545,655360~1851690,142~7284713,
10,0,0,1196331,142,7284593~7284593,7284621~7284621,7284676~7284676,7285451~7285451,7285936~7285937,7285944~7285951,655360~1851690,158~7286114,
10,0,0,1196331,158,7286013~7286013,7286241~7286241,7286244~7286245,7286288~7286290,7286409~7286410,7286412~7286414,655360~1851690,172~7286701,
10,0,0,1196331,172,7286750~7286750,7286759~7286761,7286802~7286802,7286814~7286814,7286819~7286819,7286860~7286860,655360~1851690,183~7287158,
10,0,0,1196331,183,7286998~7287000,7287007~7287011,7287014~7287015,7287017~7287018,7287024~7287024,7287034~7287035,655360~1851690,200~7287241,
10,0,0,1196331,200,7287046~7287046,7287048~7287048,7287066~7287067,7287069~7287070,7287197~7287198,7287228~7287229,655360~1851690,212~7287460,
10,0,0,1196331,212,7287291~7287291,7287309~7287310,7287351~7287352,7287361~7287362,7287365~7287365,7287387~7287387,655360~1851690,228~7287747,
10,0,0,1196331,228,7287540~7287543,7287655~7287656,7287694~7287697,7287703~7287704,7287706~7287706,7287709~7287712,655360~1851690,247~7287963,
10,0,0,1196331,247,7287918~7287918,7287941~7287943,7288047~7288047,7288053~7288053,7288095~7288102,7288104~7288104,655360~1851690,270~7288376,
10,0,0,1196331,270,7288193~7288194,7288196~7288196,7288223~7288228,7288257~7288261,7288283~7288287,7288290~7288290,655360~1851690,294~7288587,
10,0,0,1196331,294,7288350~7288350,7288368~7288383,7288398~7288405,7288407~7288407,7288415~7288415,7288418~7288419,655360~1851690,329~7288749,
10,0,0,1196331,329,7288443~7288444,7288447~7288447,7288510~7288515,7288521~7288521,7288540~7288542,7288544~7288544,655360~1851690,345~7288904,
10,0,0,1196331,345,7288638~7288638,7288643~7288643,7288842~7288842,7288850~7288850,7288862~7288862,7288913~7288914,655360~1851690,355~7289279,
10,0,0,1196331,355,7288942~7288942,7288951~7288951,7289000~7289000,7289115~7289115,7289131~7289131,7289145~7289145,655360~1851690,365~7289516,
10,0,0,1196331,365,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,
10,0,0,679833,11169,8605426~8605437,8605502~8605510,8605548~8605551,8605573~8605588,8605603~8605611,8605633~8605643,655360~1335192,11259~8624391,
10,0,0,679833,11259,8618055~8618106,8630299~8630607,8631211~8631311,8631357~8631396,0~-1,0~-1,655360~1446414,23~7138177,
10,0,0,791055,23,7138633~7138633,7138648~7138648,7138799~7138799,7138802~7138803,7138953~7138954,7138959~7138962,655360~1446414,39~7139041,
10,0,0,791055,39,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~1451319,336~7523998,
10,0,0,795960,336,7523718~7523720,7523781~7523781,7523828~7523828,7524165~7524175,7524180~7524185,7524294~7524294,655360~1451319,361~7524657,
10,0,0,795960,361,7524394~7524395,7524401~7524401,7524476~7524478,7524573~7524587,7524590~7524624,7525788~7525807,655360~1451319,451~7526534,
10,0,0,795960,451,7599902~7599934,7600007~7600023,7600027~7600027,7600046~7600061,7600130~7600132,7600134~7600141,655360~1451319,553~7601708,
10,0,0,795960,553,7601973~7601973,7602000~7602000,7602103~7602103,7602111~7602111,7603099~7603101,7603141~7603144,655360~1451319,570~7603739,
10,0,0,795960,570,7603272~7603284,7603294~7603294,7603296~7603296,7603300~7603303,7603330~7603331,7603337~7603342,655360~1451319,625~7603973,
10,0,0,795960,625,7603424~7603425,7603435~7603436,7603439~7603444,7603473~7603473,7603524~7603528,7603542~7603544,655360~1451319,656~7604206,
10,0,0,795960,656,7603689~7603689,7603779~7603779,7603783~7603784,7603821~7603821,7603983~7603990,7603999~7604001,655360~1451319,689~7604865,
10,0,0,795960,689,7604189~7604192,7604205~7604206,7604229~7604230,7604233~7604233,7604235~7604235,7604239~7604241,655360~1451319,704~7604998,
10,0,0,795960,704,7604413~7604419,7604950~7604951,7605016~7605017,7605020~7605020,7605484~7605484,7605639~7605642,655360~1451319,735~7606401,
10,0,0,795960,735,7605926~7605928,7606054~7606056,7606065~7606066,7606119~7606119,7606359~7606360,7606364~7606366,655360~1451319,756~7607314,
10,0,0,795960,756,7606622~7606623,7606625~7606627,7606738~7606741,7606799~7606800,7606895~7606895,7606897~7606898,655360~1451319,775~7607677,
10,0,0,795960,775,7643215~7643220,7643761~7643770,7643797~7643801,7643828~7643830,7644052~7644061,7644189~7644192,655360~1451319,824~7645028,
10,0,0,795960,824,7644565~7644568,7644943~7644944,7645356~7645365,7645418~7645420,7645669~7645669,7645673~7645687,655360~1451319,869~7646570,
10,0,0,795960,869,7645772~7645785,7645809~7645820,7645910~7645914,7645994~7646007,0~-1,0~-1,655360~1851645,200~7176868,
10,0,0,1196286,200,7176792~7176812,7177838~7177863,7207560~7207587,7207592~7207603,0~-1,0~-1,655360~1851690,42~7282350,
10,0,0,1196331,42,7282322~7282329,7282331~7282331,7282383~7282383,7282436~7282437,7282439~7282439,7282459~7282459,655360~1851690,66~7282528,
10,0,0,1196331,66,7282477~7282478,7282496~7282496,7282538~7282540,7282545~7282546,7282585~7282585,7282591~7282592,655360~1851690,81~7282698,
10,0,0,1196331,81,7282645~7282645,7282653~7282653,7282658~7282659,7282762~7282763,7282768~7282768,7282773~7282773,655360~1851690,93~7282882,
10,0,0,1196331,93,7282797~7282798,7282800~7282800,7282809~7282810,7282828~7282828,7282844~7282845,7282849~7282850,655360~1851690,106~7282961,
10,0,0,1196331,106,7282883~7282883,7282926~7282926,7282968~7282968,7283758~7283763,7283814~7283814,7283818~7283819,655360~1851690,120~7283962,
10,0,0,1196331,120,7283857~7283857,7283862~7283863,7283891~7283891,7283930~7283930,7283961~7283961,7283968~7283969,655360~1851690,130~7284128,
10,0,0,1196331,130,7284431~7284433,7284437~7284437,7284523~7284523,7284527~7284528,7284542~7284542,7284544~7284545,655360~1851690,142~7284713,
10,0,0,1196331,142,7284593~7284593,7284621~7284621,7284676~7284676,7285451~7285451,7285936~7285937,7285944~7285951,655360~1851690,158~7286114,
10,0,0,1196331,158,7286013~7286013,7286241~7286241,7286244~7286245,7286288~7286290,7286409~7286410,7286412~7286414,655360~1851690,172~7286701,
10,0,0,1196331,172,7286750~7286750,7286759~7286761,7286802~7286802,7286814~7286814,7286819~7286819,7286860~7286860,655360~1851690,183~7287158,
10,0,0,1196331,183,7286998~7287000,7287007~7287011,7287014~7287015,7287017~7287018,7287024~7287024,7287034~7287035,655360~1851690,200~7287241,
10,0,0,1196331,200,7287046~7287046,7287048~7287048,7287066~7287067,7287069~7287070,7287197~7287198,7287228~7287229,655360~1851690,212~7287460,
10,0,0,1196331,212,7287291~7287291,7287309~7287310,7287351~7287352,7287361~7287362,7287365~7287365,7287387~7287387,655360~1851690,228~7287747,
10,0,0,1196331,228,7287540~7287543,7287655~7287656,7287694~7287697,7287703~7287704,7287706~7287706,7287709~7287712,655360~1851690,247~7287963,
10,0,0,1196331,247,7287918~7287918,7287941~7287943,7288047~7288047,7288053~7288053,7288095~7288102,7288104~7288104,655360~1851690,270~7288376,
10,0,0,1196331,270,7288193~7288194,7288196~7288196,7288223~7288228,7288257~7288261,7288283~7288287,7288290~7288290,655360~1851690,294~7288587,
10,0,0,1196331,294,7288350~7288350,7288368~7288383,7288398~7288405,7288407~7288407,7288415~7288415,7288418~7288419,655360~1851690,329~7288749,
10,0,0,1196331,329,7288443~7288444,7288447~7288447,7288510~7288515,7288521~7288521,7288540~7288542,7288544~7288544,655360~1851690,345~7288904,
10,0,0,1196331,345,7288638~7288638,7288643~7288643,7288842~7288842,7288850~7288850,7288862~7288862,7288913~7288914,655360~1851690,355~7289279,
10,0,0,1196331,355,7288942~7288942,7288951~7288951,7289000~7289000,7289115~7289115,7289131~7289131,7289145~7289145,655360~1851690,365~7289516,
10,0,0,1196331,365,7289167~7289167,7289169~7289169,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,
10,0,0,8081030,202753,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8736395,153857~33578074,
10,0,0,8081036,153857,33457130~33457385,33457441~33489184,33489325~33521580,33521825~33522336,33522607~33523374,33523594~33533832,655360~8736404,60417~33402503,
10,0,0,8081045,60417,33555201~33585408,33585410~33586945,33587569~33620080,33620339~33620594,33620761~33652760,33653083~33678682,655360~8736404,217089~33902656,
10,0,0,8081045,217089,33718766~33731052,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8736425,149249~34196052,
10,0,0,8081066,149249,34111761~34144016,34144253~34159100,34159636~34160403,34160624~34161134,0~-1,0~-1,655360~8736434,82177~34421632,
10,0,0,8081075,82177,34341858~34373601,34374057~34406312,34407116~34439115,34439781~34471780,34472035~34504546,34504788~34505555,655360~8736434,243969~34749572,
10,0,0,8081075,243969,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8736439,114689~34849542,
10,0,0,8081080,114689,34766914~34767169,34767297~34799552,34800073~34832328,34832726~34834773,34853649~34853904,34855836~34856091,655360~8736439,213761~35075655,
10,0,0,8081080,213761,34865519~34866030,34866150~34897893,34898144~34908895,34931099~34931354,34963581~34968187,0~-1,655360~8736448,133889~35621778,
10,0,0,8081089,133889,35521743~35531470,35531903~35554174,35554358~35586101,35586398~35617628,0~-1,0~-1,655360~8736450,67841~35817907,
10,0,0,8081091,67841,35783167~35787262,35787380~35815283,35815797~35848052,35848264~35880775,35881031~35913370,35913975~35939318,655360~8736450,236885~36183644,
10,0,0,8081091,236885,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8736467,67329~36145035,
10,0,0,8081108,67329,36144823~36175798,36176345~36208344,36208681~36211240,36211298~36240993,36241478~36242757,36242780~36273755,655360~8736467,228353~36502626,
10,0,0,8081108,228353,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8736471,144641~36714086,
10,0,0,8081112,144641,36667599~36687821,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8736487,21505~36950994,
10,0,0,8081128,21505,36968064~36968575,36968592~36976527,36995220~37000083,37027840~37028095,37028465~37028720,37029015~37030550,655360~8736487,43777~37074455,
10,0,0,8081128,43777,37060798~37069245,37069374~37071421,37071593~37072360,37072489~37074792,37074919~37084646,37084775~37087078,655360~8736487,75521~37162654,
10,0,0,8081128,75521,37093563~37097914,37098221~37098732,37098754~37101057,37101186~37102977,37103057~37108944,37126230~37130325,655360~8736487,100353~37230806,
10,0,0,8081128,100353,37135269~37142436,37142741~37143252,37143299~37146114,37146243~37148034,37148114~37150417,37150546~37152081,655360~8736487,121089~37273249,
10,0,0,8081128,121089,37161103~37169294,37169423~37171982,37172289~37172544,37172624~37183887,37184016~37190415,37190495~37190750,655360~8736487,158465~37350144,
10,0,0,8081128,158465,37224655~37227982,37228111~37238350,37238655~37239166,37239187~37240466,37240595~37243154,37243234~37246817,655360~8736487,185857~37443136,
10,0,0,8081128,185857,37261327~37265934,37266063~37271182,37271426~37275265,37275394~37277697,37277794~37320801,37325407~37338973,655360~8736548,146433~37731262,
10,0,0,8081189,146433,37650408~37682919,37683112~37714087,37716033~37739584,37740905~37748328,37749306~37752376,0~-1,655360~8736573,156417~38200010,
10,0,0,8081214,156417,38142129~38171568,38174674~38176465,38207305~38217799,0~-1,0~-1,0~-1,655360~8745220,256~8672398,
10,0,0,8089861,256,15888897~15889920,36745159~36745187,0~-1,0~-1,0~-1,0~-1,655360~8759775,172~7282659,
10,0,0,8104416,172,7282634~7282644,7282650~7282652,7282688~7282693,7282752~7282759,7283563~7283565,7283576~7283578,655360~8759775,217~7283957,
10,0,0,8104416,217,7287030~7287033,7287094~7287099,7287113~7287113,7287119~7287120,0~-1,0~-1,0~-1,0~-1,
10,0,0,7875272,791,7953170~7953175,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8564232,12801~19049036,
10,0,0,7908873,12801,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8577918,43~7845198,
10,0,0,7922559,43,7845186~7845198,7845203~7845210,7845212~7845212,7845320~7845332,7845340~7845342,7845375~7845377,655360~8577918,104~7845576,
10,0,0,7922559,104,7845862~7845874,7845947~7845956,7845960~7845978,7845996~7845999,7846212~7846221,7846229~7846229,655360~8577918,183~7846536,
10,0,0,7922559,183,7846892~7846919,7846937~7846945,7847186~7847197,7847201~7847202,7847205~7847226,7847253~7847254,655360~8577918,280~7847666,
10,0,0,7922559,280,7847875~7847875,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8577943,134~18781387,
10,0,0,7922584,134,18782367~18782387,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8587024,2048~8618657,
10,0,0,7931665,2048,8634749~8635004,8650828~8651083,8653150~8653405,8661096~8661351,8663403~8663658,8670783~8671038,655360~8587024,4096~8676642,
10,0,0,7931665,4096,8736291~8736546,8842068~8842323,9178975~9179230,9322549~9322804,9460499~9460754,9500216~9500471,655360~8587024,6144~9635071,
10,0,0,7931665,6144,9747222~9747477,9769348~9769603,9997211~9997466,11896392~11896647,11951386~11951641,11957587~11957842,655360~8587024,8192~12347130,
10,0,0,7931665,8192,12347786~12348041,12363582~12363837,12527282~12527537,12537337~12537592,12545076~12545331,12545731~12545986,655360~8587024,10240~12562827,
10,0,0,7931665,10240,12554314~12554569,12559355~12559610,12566268~12566523,12623577~12623832,12667745~12668000,12675384~12675639,655360~8587024,12288~12835316,
10,0,0,7931665,12288,13593462~13593717,13605028~13605283,13620121~13620376,13744513~13744768,13784869~13785124,14036545~14036800,655360~8587024,14592~14169362,
10,0,0,7931665,14592,14585084~14585339,15194792~15195815,15817754~15818009,15818794~15819817,15819933~15820188,15822400~15822911,655360~8587024,18944~15844344,
10,0,0,7931665,18944,15853547~15853802,15883301~15883812,15887139~15887394,0~-1,0~-1,0~-1,655360~8589625,74~9436362,
10,0,0,7934266,74,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8589885,33~7362560,
10,0,0,7934526,33,7362845~7362846,7362848~7362848,7362852~7362852,7362906~7362910,7362923~7362923,7362976~7362976,655360~8589885,48~8543651,
10,0,0,7934526,48,12330955~12331330,12526198~12526571,12697520~12697891,15198660~15199031,15230517~15230881,15824849~15825220,655360~8589885,2835~15896065,
10,0,0,7934526,2835,18774205~18774578,18776601~18776975,19569598~19570348,19571714~19572091,19653000~19653378,19684094~19684510,655360~8589893,9~7359828,
10,0,0,7934534,9,7361184~7361189,7361191~7361191,7361356~7361357,7361398~7361400,7361403~7361403,7361405~7361405,655360~8589893,46~7361592,
10,0,0,7934534,46,7361621~7361621,7361633~7361633,7361641~7361642,7361654~7361654,7362074~7362074,7362076~7362077,655360~8589893,58~7362136,
10,0,0,7934534,58,7363475~7363497,7363499~7363503,7363555~7363560,7363567~7363569,7363609~7363611,7363620~7363625,655360~8589893,107~1295766,
10,0,0,7934534,107,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8596441,6913~18908025,
10,0,0,7941082,6913,18912409~18912920,18913183~18914206,19007043~19007554,19069114~19070649,19392326~19392581,19423796~19424051,655360~8596441,11521~19437620,
10,0,0,7941082,11521,19431660~19432939,19433490~19434257,19443653~19444164,19522412~19523947,19524089~19524600,19525113~19525880,655360~8596441,18177~19548224,
10,0,0,7941082,18177,19564736~19564991,19565503~19566014,19570691~19571713,0~-1,0~-1,0~-1,655360~8607003,1369~18763841,
10,0,0,7951644,1369,18774042~18774183,18774579~18774648,18774890~18775065,18781326~18781723,18811991~18812489,18817188~18817573,655360~8607003,4430~20172558,
10,0,0,7951644,4430,20971679~20972049,21076362~21076750,21113153~21113463,0~-1,0~-1,0~-1,655360~8610549,4348~25464954,
10,0,0,7955190,4348,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8619998,539~9459515,
10,0,0,7964639,539,9459007~9459027,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8703237,38~7757225,
10,0,0,8047878,38,7757581~7757581,7757590~7757592,7757987~7757992,7758280~7758296,0~-1,0~-1,655360~8703241,1880~12451302,
10,0,0,8047882,1880,12543520~12543772,12544676~12544738,12553629~12553916,13619401~13619705,13740112~13740462,15197352~15197690,655360~8703241,4007~15202328,
10,0,0,8047882,4007,15229273~15229559,15229709~15229993,15230890~15231541,19590584~19591012,0~-1,0~-1,655360~8703715,27~7489377,
10,0,0,8048356,27,7489631~7489633,7489643~7489643,7489667~7489668,7489676~7489676,7489756~7489757,7490300~7490301,655360~8703715,43~7490365,
10,0,0,8048356,43,7490332~7490332,0~-1,0~-1,0~-1,0~-1,0~-1,655360~8708062,2308~57445742,
10,0,0,8052703,2308,57835732~57835733,57901135~57901256,58098416~58101822,0~-1,0~-1,0~-1,0~-1,0~-1,
10,0,0,1200073,100751,29523672~29523740,29523763~29523832,29523843~29523911,29524133~29525266,29582299~29582426,29584510~29584570,655360~1855432,102418~29688868,
10,0,0,1200073,102418,29622110~29622172,29697019~29697085,29709985~29710050,29753450~29753507,29851477~29851538,29982442~29982503,655360~1855432,102927~30198614,
10,0,0,1200073,102927,30146425~30146485,30211904~30211965,30277639~30277705,30343175~30343239,30366319~30366383,30441544~30441600,655360~1855432,103427~30545068,
10,0,0,1200073,103427,30605123~30605181,30703722~30703780,30736078~30736142,30768751~30768810,30801654~30801716,30834752~30834812,655360~1855432,103922~31003761,
10,0,0,1200073,103922,30932866~30932933,30966085~30966153,30994869~30994937,30996187~30996252,31062141~31062209,31063693~31063761,655360~1855432,104462~31168274,
10,0,0,1200073,104462,31087263~31087322,31109882~31109951,31117223~31117292,31125880~31125940,31131673~31131739,31132125~31132193,655360~1855432,104983~31237300,
10,0,0,1200073,104983,31162932~31162989,31163417~31163482,31163936~31164001,31194832~31194891,31195205~31195266,31195643~31195704,655360~1855432,105492~31302336,
10,0,0,1200073,105492,31260994~31261060,31294970~31295033,31295930~31295991,31326033~31326097,31359283~31359346,31391288~31391352,655360~1855432,106004~31497802,
10,0,0,1200073,106004,31406016~31406078,31424281~31424348,31457029~31457093,31557113~31557177,31588369~31588429,31588461~31588526,655360~1855432,106514~31727693,
10,0,0,1200073,106514,31656530~31656596,31677180~31677247,31719428~31719491,31785013~31785069,31787919~31787982,31883322~31883385,655360~1855432,107037~32023637,
10,0,0,1200073,107037,117097337~117100525,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,0~-1,
10,0,0,5936432,21,8525186~8525186,8525189~8525189,8525275~8525275,8525277~8525277,8525609~8525609,8525618~8525618,655360~6591791,29~8525723,
